Percentages,Lower Bond,pm25,Percentages,Lower Bond,pm10,Percentages,Lower Bond,o3,Percentages,Lower Bond,no2,Percentages,Lower Bond,so2,Percentages,Lower Bond,co
54.30%,50,66,52.00%,30,34,8.60%,12,18,44.30%,6,12,55.90%,0,3,8.50%,0,2
94.20%,110,118,8.50%,10,14,89.00%,47,50,82.20%,12,15,65.70%,0,0,50.60%,2,4
44.40%,50,63,82.50%,40,53,14.00%,12,16,52.40%,6,11,61.80%,0,0,28.10%,2,4
29.30%,50,54,58.80%,30,42,83.90%,47,54,2.80%,0,4,57.20%,0,3,24.80%,2,4
60.90%,70,75,44.10%,30,33,100.00%,107,115,65.80%,6,12,92.30%,4,5,28.10%,2,3
92.70%,110,128,41.70%,30,35,15.20%,12,19,47.50%,6,7,18.50%,0,2,20.30%,2,3
23.20%,50,54,91.20%,50,61,39.10%,23,30,2.40%,0,5,32.90%,0,3,84.50%,4,6
16.90%,30,38,4.20%,10,18,11.70%,12,13,78.30%,12,16,50.30%,0,4,61.90%,4,6
100.00%,190,193,67.40%,40,43,96.20%,59,69,43.10%,6,7,73.10%,0,1,91.30%,6,8
73.80%,70,76,72.20%,40,49,93.10%,59,62,18.90%,0,2,13.40%,0,3,96.30%,6,7
82.30%,90,92,68.60%,40,52,35.00%,23,25,75.30%,12,13,37.50%,0,2,22.20%,2,4
64.10%,70,84,58.20%,30,35,63.70%,35,40,26.20%,6,9,6.40%,0,1,68.70%,4,6
27.10%,50,70,71.20%,40,45,71.30%,35,46,29.70%,6,8,93.50%,4,8,4.50%,0,0
21.70%,30,43,34.70%,20,24,7.90%,12,19,41.70%,6,9,78.40%,4,7,2.40%,0,2
47.70%,50,52,43.60%,30,33,72.10%,35,44,79.60%,12,15,94.90%,4,6,16.80%,2,3
40.50%,50,62,22.80%,20,30,78.60%,35,38,10.00%,0,4,51.10%,0,1,8.80%,0,2
56.70%,70,78,14.20%,10,12,18.60%,23,27,57.40%,6,14,26.50%,0,1,23.00%,2,4
17.70%,30,43,65.20%,30,40,29.70%,23,26,1.00%,0,5,65.50%,0,3,92.80%,6,8
95.30%,110,124,61.70%,30,44,7.50%,12,20,53.70%,6,10,44.10%,0,0,26.80%,2,4
59.10%,70,74,4.10%,10,24,60.30%,35,39,19.90%,0,3,63.90%,0,0,26.60%,2,4
98.70%,130,138,14.50%,10,24,16.30%,12,14,16.30%,0,1,12.90%,0,1,20.90%,2,3
94.20%,110,120,4.80%,10,24,14.10%,12,16,60.00%,6,11,9.70%,0,0,52.50%,2,3
11.60%,30,32,66.70%,40,54,95.20%,59,65,3.00%,0,7,12.20%,0,0,19.20%,2,3
72.30%,70,76,79.60%,40,44,25.40%,23,34,19.40%,0,3,29.40%,0,0,68.30%,4,5
3.30%,10,22,24.30%,20,26,57.40%,35,41,77.40%,12,17,87.10%,4,6,35.50%,2,3
20.70%,30,50,31.00%,20,25,83.20%,47,53,17.80%,0,6,68.90%,0,2,3.40%,0,2
10.50%,30,47,23.60%,20,34,21.30%,23,26,63.60%,6,8,82.80%,4,8,77.50%,4,5
45.70%,50,55,48.60%,30,41,43.30%,23,31,69.90%,6,14,4.60%,0,3,94.90%,6,8
38.60%,50,59,92.40%,50,51,55.20%,35,40,19.10%,0,5,37.60%,0,0,98.20%,8,9
78.70%,90,103,54.10%,30,36,3.10%,12,18,66.00%,6,8,53.50%,0,2,9.60%,0,1
38.00%,50,57,46.60%,30,43,88.50%,47,49,76.20%,12,14,24.00%,0,1,9.10%,0,1
59.60%,70,87,63.80%,30,39,20.30%,23,29,30.60%,6,10,27.90%,0,3,9.60%,0,2
95.90%,110,113,19.20%,20,21,79.90%,47,48,88.00%,12,13,20.60%,0,4,55.40%,4,6
2.80%,10,12,55.10%,30,44,50.90%,35,40,54.80%,6,14,74.70%,0,3,8.80%,0,0
88.40%,90,95,31.90%,20,25,72.40%,35,41,69.10%,6,7,63.60%,0,4,44.20%,2,3
92.70%,110,121,28.30%,20,31,76.60%,35,45,68.10%,6,14,95.80%,8,12,12.20%,2,3
46.80%,50,52,61.60%,30,38,75.40%,35,40,89.40%,12,15,6.00%,0,2,76.60%,4,5
75.70%,70,82,3.60%,10,12,7.00%,12,21,44.10%,6,12,36.30%,0,1,56.10%,4,6
41.20%,50,60,80.30%,40,45,90.70%,47,49,99.20%,30,36,27.30%,0,1,47.40%,2,4
69.70%,70,86,9.60%,10,18,91.20%,47,58,18.20%,0,1,51.80%,0,1,44.10%,2,4
49.90%,50,56,88.50%,50,51,58.20%,35,40,80.70%,12,19,64.20%,0,0,34.60%,2,3
35.70%,50,52,88.60%,50,54,45.90%,23,28,98.60%,24,28,70.80%,0,3,49.20%,2,3
19.90%,30,40,35.90%,20,26,34.30%,23,25,17.70%,0,6,96.70%,8,11,51.80%,2,3
15.00%,30,47,64.90%,30,31,45.90%,23,24,39.30%,6,14,87.70%,4,7,32.70%,2,3
34.00%,50,68,51.00%,30,42,99.90%,107,110,13.10%,0,6,70.90%,0,2,50.00%,2,4
26.70%,50,52,12.70%,10,12,96.20%,59,66,7.70%,0,7,72.60%,0,1,20.70%,2,4
66.30%,70,81,59.00%,30,38,29.10%,23,31,89.30%,12,16,76.90%,4,7,56.30%,4,5
37.60%,50,51,93.40%,50,59,82.50%,47,56,58.90%,6,12,33.70%,0,3,55.10%,4,6
74.40%,70,79,80.30%,40,54,51.40%,35,43,46.60%,6,9,36.50%,0,2,83.90%,4,6
48.00%,50,62,52.20%,30,43,32.10%,23,29,57.00%,6,7,13.30%,0,2,23.30%,2,4
27.20%,50,70,98.20%,60,72,14.00%,12,19,11.80%,0,4,10.40%,0,4,20.50%,2,3
89.80%,110,124,35.00%,20,22,95.30%,59,62,67.90%,6,9,24.80%,0,0,35.40%,2,4
9.10%,30,36,91.30%,50,51,76.70%,35,37,47.80%,6,7,47.40%,0,0,73.60%,4,5
83.70%,90,106,59.10%,30,34,16.00%,12,20,44.70%,6,12,35.00%,0,4,6.90%,0,2
44.80%,50,58,26.10%,20,25,46.50%,23,25,57.10%,6,8,13.40%,0,0,34.10%,2,4
81.70%,90,96,7.20%,10,21,26.00%,23,32,36.90%,6,14,65.50%,0,2,63.20%,4,5
36.40%,50,53,31.30%,20,24,22.50%,23,34,61.90%,6,7,40.10%,0,3,9.50%,0,1
81.50%,90,106,87.10%,50,57,55.80%,35,39,48.50%,6,13,0.60%,0,1,82.70%,4,5
50.20%,50,61,54.50%,30,43,70.10%,35,43,73.10%,12,13,61.40%,0,1,32.70%,2,4
6.50%,30,42,33.30%,20,22,89.40%,47,48,36.60%,6,14,78.10%,4,6,70.90%,4,6
75.00%,70,79,81.60%,40,54,71.20%,35,37,41.80%,6,8,14.80%,0,2,61.90%,4,6
25.40%,50,64,57.90%,30,31,57.60%,35,42,68.70%,6,10,51.90%,0,3,96.00%,6,7
66.30%,70,90,52.60%,30,41,10.00%,12,21,70.80%,12,20,1.30%,0,2,82.80%,4,6
27.70%,50,58,47.20%,30,38,55.70%,35,39,23.40%,0,2,14.10%,0,1,33.50%,2,4
66.70%,70,87,85.40%,50,62,83.30%,47,52,5.00%,0,3,36.90%,0,0,81.20%,4,6
94.70%,110,114,42.70%,30,34,54.10%,35,36,36.80%,6,14,64.70%,0,2,88.20%,6,8
34.10%,50,63,47.20%,30,44,92.00%,59,65,45.20%,6,9,22.10%,0,0,58.90%,4,5
7.30%,30,45,73.50%,40,43,43.00%,23,32,9.60%,0,1,28.30%,0,4,64.50%,4,6
50.10%,50,57,54.40%,30,35,68.10%,35,45,89.00%,12,14,66.60%,0,1,11.70%,2,4
29.90%,50,57,23.70%,20,21,58.40%,35,46,64.40%,6,8,16.00%,0,4,4.30%,0,0
92.50%,110,125,99.60%,70,84,17.50%,12,15,65.20%,6,10,70.50%,0,4,95.00%,6,7
8.90%,30,34,71.60%,40,48,16.90%,12,23,79.10%,12,16,60.90%,0,1,62.00%,4,5
34.60%,50,52,76.20%,40,44,85.30%,47,57,66.80%,6,14,2.70%,0,3,76.60%,4,6
37.10%,50,53,19.80%,20,30,54.10%,35,36,17.00%,0,6,75.60%,0,1,20.70%,2,4
57.00%,70,80,14.80%,10,22,66.40%,35,37,4.70%,0,6,61.00%,0,0,97.00%,6,8
92.90%,110,121,1.70%,10,11,82.20%,47,53,21.10%,0,3,54.40%,0,0,25.10%,2,4
62.20%,70,88,26.80%,20,33,13.90%,12,13,92.50%,18,25,28.40%,0,3,15.40%,2,4
37.10%,50,70,2.80%,10,17,56.50%,35,43,46.50%,6,8,15.10%,0,4,0.90%,0,2
62.60%,70,71,61.30%,30,36,36.90%,23,25,76.50%,12,18,93.00%,4,8,67.80%,4,6
29.80%,50,65,18.20%,20,22,53.00%,35,46,50.30%,6,9,32.40%,0,2,99.70%,8,10
51.40%,50,62,75.70%,40,44,3.90%,12,23,43.40%,6,12,94.40%,4,6,84.00%,4,5
41.00%,50,60,6.70%,10,12,94.10%,59,67,80.40%,12,16,81.60%,4,5,60.20%,4,6
58.10%,70,75,44.70%,30,32,81.80%,47,54,72.00%,12,19,51.40%,0,2,9.80%,2,4
0.30%,10,18,19.40%,20,29,29.70%,23,30,54.20%,6,8,3.40%,0,2,31.00%,2,3
80.80%,90,107,51.40%,30,37,58.10%,35,46,39.20%,6,8,87.30%,4,6,50.40%,2,3
62.20%,70,88,31.50%,20,34,45.10%,23,25,68.60%,6,14,19.10%,0,0,9.20%,0,2
67.00%,70,88,9.80%,10,16,43.40%,23,32,10.30%,0,7,40.90%,0,1,39.30%,2,4
14.20%,30,34,87.90%,50,58,68.80%,35,39,57.10%,6,9,11.80%,0,3,99.60%,8,10
82.10%,90,110,31.60%,20,25,81.40%,47,58,23.30%,0,2,83.10%,4,8,58.30%,4,5
2.60%,10,27,77.10%,40,46,29.00%,23,34,11.60%,0,7,33.00%,0,3,75.70%,4,5
56.00%,70,71,18.70%,20,22,44.40%,23,30,43.80%,6,9,73.00%,0,2,65.20%,4,5
79.60%,90,92,35.90%,20,31,30.00%,23,25,19.00%,0,3,48.10%,0,0,90.00%,6,8
85.20%,90,101,3.90%,10,15,72.10%,35,44,9.20%,0,8,1.40%,0,1,59.30%,4,5
44.30%,50,65,95.40%,60,70,99.60%,95,106,52.90%,6,14,83.10%,4,5,51.00%,2,4
88.30%,90,98,82.40%,40,46,41.30%,23,28,74.70%,12,18,3.10%,0,4,65.00%,4,6
74.10%,70,81,29.10%,20,33,1.70%,0,1,95.70%,18,26,48.40%,0,2,95.90%,6,8
73.10%,70,85,46.60%,30,41,24.40%,23,28,7.30%,0,3,39.70%,0,3,58.90%,4,5
50.50%,50,52,39.20%,20,23,3.40%,12,23,97.00%,24,30,60.70%,0,4,91.40%,6,7
69.40%,70,83,11.30%,10,21,9.10%,12,19,90.10%,12,14,93.80%,4,6,9.90%,2,4
22.90%,50,52,0.90%,0,7,54.90%,35,45,65.80%,6,7,57.90%,0,4,96.90%,6,8
84.80%,90,101,71.60%,40,51,56.00%,35,46,71.40%,12,17,85.40%,4,7,57.60%,4,5
40.20%,50,51,97.90%,60,70,74.10%,35,40,28.30%,6,13,51.00%,0,3,8.10%,0,1
36.10%,50,68,83.50%,40,53,83.40%,47,51,32.60%,6,12,60.40%,0,2,79.80%,4,5
68.90%,70,71,85.10%,50,63,53.80%,35,39,1.50%,0,1,5.00%,0,4,50.90%,2,4
26.90%,50,62,72.50%,40,47,76.50%,35,39,23.10%,0,2,74.30%,0,1,17.90%,2,3
23.00%,50,67,53.40%,30,31,2.60%,0,6,46.50%,6,9,7.90%,0,2,20.60%,2,4
78.00%,70,75,18.60%,20,30,47.60%,23,32,84.60%,12,18,44.60%,0,1,36.50%,2,3
25.40%,50,69,86.60%,50,58,55.40%,35,43,91.30%,18,23,39.60%,0,4,34.50%,2,3
37.90%,50,53,29.10%,20,28,61.70%,35,44,40.20%,6,14,88.60%,4,5,31.80%,2,4
97.90%,130,146,61.60%,30,41,90.60%,47,54,94.40%,18,24,71.00%,0,1,7.00%,0,0
25.20%,50,70,94.10%,50,56,26.40%,23,34,59.60%,6,10,44.30%,0,2,14.00%,2,3
43.30%,50,62,85.90%,50,57,61.80%,35,37,46.80%,6,10,10.50%,0,3,28.70%,2,3
81.90%,90,104,21.00%,20,30,7.00%,12,17,24.40%,6,11,64.70%,0,3,16.00%,2,3
2.80%,10,17,57.80%,30,42,16.20%,12,21,60.30%,6,10,36.60%,0,1,82.50%,4,6
87.10%,90,92,27.40%,20,24,6.20%,12,19,63.80%,6,10,25.20%,0,4,22.60%,2,4
80.40%,90,105,17.90%,20,33,52.30%,35,39,25.40%,6,7,24.60%,0,0,91.30%,6,7
36.10%,50,55,16.40%,10,24,90.70%,47,52,94.30%,18,21,12.40%,0,3,17.30%,2,4
69.40%,70,76,20.00%,20,28,67.10%,35,44,51.50%,6,10,54.40%,0,1,53.10%,2,4
72.80%,70,74,8.00%,10,16,85.50%,47,48,8.50%,0,8,30.50%,0,4,57.80%,4,6
62.40%,70,73,98.20%,60,66,10.70%,12,17,67.10%,6,10,7.30%,0,4,80.60%,4,5
75.60%,70,90,17.20%,20,24,88.20%,47,52,85.90%,12,14,29.60%,0,2,64.50%,4,6
80.10%,90,93,69.10%,40,46,74.20%,35,41,90.20%,12,17,56.00%,0,4,43.40%,2,4
82.90%,90,91,54.80%,30,39,28.00%,23,28,32.50%,6,8,3.80%,0,1,49.90%,2,3
37.90%,50,64,74.00%,40,52,79.40%,47,48,5.90%,0,2,5.50%,0,2,92.30%,6,7
50.50%,50,61,53.60%,30,39,47.90%,23,33,82.00%,12,19,34.60%,0,0,66.80%,4,6
48.30%,50,67,75.60%,40,49,57.90%,35,37,65.00%,6,9,42.10%,0,4,71.00%,4,6
15.50%,30,33,39.00%,20,34,73.50%,35,39,17.30%,0,4,42.30%,0,1,92.50%,6,8
82.30%,90,110,63.40%,30,43,18.50%,23,24,42.90%,6,10,10.60%,0,1,52.60%,2,3
2.30%,10,28,44.00%,30,39,51.70%,35,43,31.20%,6,7,27.50%,0,0,19.90%,2,4
40.90%,50,60,49.10%,30,38,39.90%,23,33,76.40%,12,17,45.40%,0,0,48.90%,2,3
92.30%,110,118,15.20%,10,17,39.90%,23,28,61.50%,6,9,99.10%,12,15,34.50%,2,3
80.60%,90,101,5.50%,10,16,22.20%,23,33,76.80%,12,18,53.40%,0,1,66.00%,4,5
57.10%,70,77,59.30%,30,35,57.90%,35,45,64.30%,6,11,34.70%,0,1,48.30%,2,3
40.90%,50,53,28.20%,20,24,1.50%,0,8,51.00%,6,12,58.70%,0,1,25.70%,2,3
71.50%,70,75,68.00%,40,52,41.60%,23,25,12.90%,0,3,63.50%,0,3,34.40%,2,4
24.80%,50,66,89.00%,50,52,44.40%,23,34,80.30%,12,18,20.30%,0,4,48.70%,2,4
94.00%,110,128,54.00%,30,38,47.90%,23,29,60.30%,6,12,88.70%,4,8,81.70%,4,6
5.30%,30,42,53.40%,30,33,70.40%,35,40,64.20%,6,11,69.40%,0,2,37.20%,2,4
84.30%,90,107,96.40%,60,68,29.50%,23,25,44.10%,6,10,55.60%,0,2,25.40%,2,3
94.10%,110,127,43.10%,30,41,16.90%,12,18,69.70%,6,11,65.80%,0,0,94.90%,6,7
86.80%,90,94,57.60%,30,31,75.40%,35,45,70.90%,12,16,40.60%,0,4,36.00%,2,4
6.80%,30,43,4.20%,10,22,1.70%,0,0,3.60%,0,1,68.00%,0,3,32.10%,2,4
96.80%,130,132,24.40%,20,21,56.50%,35,37,95.80%,18,23,86.90%,4,7,58.80%,4,5
45.60%,50,67,72.60%,40,47,1.50%,0,6,64.60%,6,11,51.50%,0,2,10.50%,2,3
80.20%,90,94,51.00%,30,37,46.80%,23,24,59.00%,6,10,11.90%,0,3,47.40%,2,3
60.40%,70,90,2.40%,10,17,77.60%,35,38,25.30%,6,8,6.10%,0,1,49.90%,2,4
76.20%,70,77,50.90%,30,43,63.00%,35,45,9.10%,0,0,53.40%,0,1,53.10%,2,3
36.80%,50,57,92.30%,50,55,1.60%,0,11,53.70%,6,11,26.80%,0,4,20.20%,2,4
68.10%,70,89,88.20%,50,55,46.40%,23,25,69.40%,6,14,39.10%,0,0,81.10%,4,5
27.80%,50,70,36.50%,20,28,85.20%,47,57,1.80%,0,6,62.20%,0,3,77.50%,4,5
13.30%,30,50,21.10%,20,21,76.60%,35,46,9.30%,0,5,49.60%,0,2,98.50%,8,9
12.20%,30,50,72.80%,40,46,75.70%,35,39,83.40%,12,16,74.00%,0,1,98.20%,8,10
12.90%,30,48,62.40%,30,31,54.80%,35,37,8.60%,0,2,82.10%,4,5,27.40%,2,3
60.70%,70,82,41.60%,30,41,52.10%,35,41,42.10%,6,10,37.60%,0,3,80.90%,4,6
33.10%,50,58,35.60%,20,28,18.70%,23,26,6.30%,0,8,11.80%,0,0,33.20%,2,4
37.20%,50,69,37.10%,20,32,34.80%,23,34,63.50%,6,10,81.50%,4,8,0.70%,0,0
57.90%,70,90,55.80%,30,39,2.10%,0,11,72.60%,12,20,21.20%,0,0,75.10%,4,6
89.90%,110,130,77.30%,40,47,10.50%,12,15,63.20%,6,8,45.40%,0,3,13.60%,2,3
7.90%,30,42,87.00%,50,56,18.30%,23,24,28.00%,6,10,28.10%,0,2,36.90%,2,4
33.30%,50,58,59.00%,30,44,79.00%,47,54,42.70%,6,7,78.10%,4,5,80.90%,4,6
57.80%,70,79,57.60%,30,42,37.30%,23,26,29.90%,6,8,90.40%,4,8,42.90%,2,3
94.90%,110,113,81.80%,40,52,31.80%,23,34,29.30%,6,8,72.90%,0,3,30.50%,2,4
72.40%,70,89,54.20%,30,41,37.10%,23,24,9.70%,0,7,77.50%,4,5,59.70%,4,6
70.90%,70,89,1.80%,10,21,22.90%,23,27,38.60%,6,13,52.10%,0,2,45.00%,2,3
77.90%,70,80,84.40%,50,62,92.10%,59,62,35.80%,6,12,54.30%,0,1,45.50%,2,3
88.90%,90,92,44.70%,30,33,25.90%,23,24,35.50%,6,10,96.50%,8,11,95.40%,6,7
27.10%,50,67,65.60%,30,40,21.70%,23,34,18.80%,0,6,96.80%,8,9,39.40%,2,3
4.80%,10,25,1.20%,0,0,92.50%,59,66,21.00%,0,0,6.70%,0,2,74.10%,4,6
86.80%,90,97,83.80%,40,47,69.70%,35,36,26.30%,6,8,64.80%,0,3,57.80%,4,5
38.60%,50,52,34.40%,20,28,27.70%,23,31,98.90%,24,31,2.40%,0,3,55.00%,4,6
11.70%,30,48,86.10%,50,56,12.80%,12,15,8.60%,0,6,7.40%,0,3,41.30%,2,4
98.50%,130,137,39.80%,20,31,22.60%,23,24,36.90%,6,14,52.90%,0,4,67.00%,4,5
2.10%,10,22,61.10%,30,44,87.20%,47,48,17.60%,0,3,2.70%,0,1,44.30%,2,3
93.90%,110,119,33.10%,20,30,96.00%,59,61,42.10%,6,7,20.00%,0,1,69.60%,4,5
19.00%,30,35,75.10%,40,51,55.60%,35,38,59.10%,6,7,71.40%,0,4,91.30%,6,8
64.10%,70,90,83.60%,40,41,76.30%,35,46,36.40%,6,7,20.40%,0,4,80.90%,4,6
28.20%,50,59,21.80%,20,31,58.10%,35,37,13.20%,0,6,40.30%,0,4,21.30%,2,3
43.60%,50,70,85.50%,50,64,39.80%,23,24,96.00%,18,26,5.10%,0,1,26.70%,2,4
24.10%,50,62,7.00%,10,17,78.20%,35,46,79.00%,12,16,88.30%,4,5,65.00%,4,6
65.40%,70,83,49.40%,30,38,9.20%,12,21,3.50%,0,8,77.90%,4,6,35.70%,2,4
64.80%,70,87,85.30%,50,51,11.10%,12,23,6.20%,0,6,38.40%,0,3,18.50%,2,3
28.10%,50,53,40.20%,20,27,46.10%,23,24,22.00%,0,2,21.70%,0,1,42.80%,2,3
98.30%,130,138,48.30%,30,33,24.20%,23,33,17.20%,0,5,92.20%,4,6,37.30%,2,4
68.00%,70,82,52.60%,30,36,49.80%,23,24,21.60%,0,4,85.10%,4,8,24.10%,2,4
54.80%,50,70,87.80%,50,59,0.60%,0,11,46.80%,6,8,28.10%,0,2,20.60%,2,4
31.70%,50,57,70.40%,40,51,23.40%,23,33,59.90%,6,11,56.20%,0,4,48.00%,2,4
86.70%,90,110,34.00%,20,33,55.00%,35,40,55.10%,6,7,50.00%,0,3,92.00%,6,8
93.80%,110,124,38.00%,20,23,26.30%,23,25,7.90%,0,3,68.30%,0,2,16.10%,2,3
80.70%,90,103,59.10%,30,36,80.80%,47,48,35.20%,6,7,12.60%,0,4,75.30%,4,5
52.50%,50,58,89.40%,50,62,97.80%,71,78,30.40%,6,9,66.30%,0,0,82.20%,4,5
31.90%,50,64,96.20%,60,70,63.40%,35,39,26.40%,6,8,18.30%,0,4,42.80%,2,3
36.50%,50,52,34.20%,20,21,71.70%,35,43,30.40%,6,9,0.40%,0,0,77.40%,4,6
17.70%,30,32,28.10%,20,22,83.60%,47,56,90.40%,18,20,63.60%,0,4,67.70%,4,6
95.00%,110,121,44.10%,30,31,91.20%,47,55,87.10%,12,17,7.10%,0,3,82.70%,4,6
36.70%,50,54,50.40%,30,33,73.90%,35,43,46.50%,6,11,67.00%,0,2,18.30%,2,3
18.40%,30,48,81.70%,40,48,59.00%,35,43,82.00%,12,18,87.00%,4,6,24.90%,2,4
99.90%,170,187,82.50%,40,53,61.30%,35,43,40.80%,6,9,82.40%,4,8,80.30%,4,6
61.30%,70,73,50.70%,30,44,89.40%,47,55,91.10%,18,25,3.90%,0,1,25.80%,2,4
75.00%,70,78,64.80%,30,34,39.90%,23,27,11.10%,0,4,36.30%,0,4,17.80%,2,3
26.50%,50,68,78.60%,40,43,72.00%,35,37,22.80%,0,3,9.10%,0,0,31.20%,2,4
57.20%,70,85,87.20%,50,60,29.20%,23,28,80.40%,12,14,39.90%,0,0,73.90%,4,6
20.90%,30,46,61.10%,30,38,59.60%,35,43,1.90%,0,1,35.40%,0,0,98.10%,8,10
72.80%,70,77,93.30%,50,57,86.90%,47,50,67.40%,6,14,54.90%,0,0,56.50%,4,6
46.90%,50,54,52.60%,30,36,95.20%,59,65,19.50%,0,3,52.60%,0,3,46.50%,2,4
39.10%,50,62,42.00%,30,38,69.80%,35,43,33.90%,6,8,9.60%,0,2,50.70%,2,3
24.90%,50,53,89.80%,50,53,7.30%,12,16,16.90%,0,7,74.50%,0,3,9.50%,0,1
3.60%,10,18,80.30%,40,44,90.10%,47,51,43.70%,6,8,6.50%,0,3,76.70%,4,5
28.60%,50,59,19.70%,20,23,16.00%,12,21,0.60%,0,8,51.30%,0,1,53.20%,2,4
47.00%,50,62,44.50%,30,42,43.40%,23,29,80.60%,12,19,60.20%,0,3,84.30%,4,6
92.70%,110,120,5.70%,10,12,75.90%,35,39,62.20%,6,7,87.00%,4,7,31.60%,2,3
64.10%,70,74,9.80%,10,13,23.70%,23,29,74.00%,12,15,4.80%,0,0,20.30%,2,4
46.60%,50,61,11.50%,10,16,67.50%,35,46,22.80%,0,0,14.00%,0,3,83.40%,4,6
59.70%,70,78,4.10%,10,14,81.90%,47,49,90.10%,12,20,79.80%,4,7,31.80%,2,4
39.30%,50,65,96.70%,60,68,73.40%,35,37,39.00%,6,14,24.10%,0,1,34.60%,2,3
21.70%,30,38,99.30%,70,83,62.40%,35,41,42.40%,6,8,99.50%,12,15,24.00%,2,4
1.20%,10,18,57.10%,30,35,3.10%,12,13,91.10%,18,24,58.20%,0,4,27.10%,2,4
54.00%,50,66,49.20%,30,34,27.70%,23,30,38.00%,6,11,63.30%,0,3,74.70%,4,5
33.50%,50,54,39.90%,20,31,84.20%,47,57,53.10%,6,14,57.40%,0,2,24.90%,2,3
55.50%,70,75,13.80%,10,18,68.00%,35,41,29.40%,6,13,14.90%,0,2,18.40%,2,3
86.80%,90,108,88.40%,50,59,90.90%,47,53,3.50%,0,3,66.50%,0,4,36.70%,2,4
85.50%,90,98,52.60%,30,35,24.70%,23,25,79.50%,12,19,5.20%,0,4,70.20%,4,6
66.80%,70,80,75.30%,40,46,60.50%,35,36,10.50%,0,4,94.50%,4,7,33.80%,2,3
42.70%,50,65,10.30%,10,15,51.40%,35,40,38.30%,6,7,95.40%,8,11,89.90%,6,8
84.70%,90,100,95.40%,60,61,28.30%,23,28,0.20%,0,4,99.10%,12,15,81.10%,4,5
20.20%,30,50,1.30%,0,8,54.20%,35,39,76.00%,12,16,5.20%,0,1,35.00%,2,3
97.00%,130,138,59.30%,30,34,15.40%,12,23,48.50%,6,14,84.80%,4,7,89.60%,6,8
80.90%,90,104,99.50%,70,84,51.20%,35,44,38.40%,6,8,9.10%,0,0,89.60%,6,8
90.10%,110,116,96.30%,60,65,36.70%,23,34,76.10%,12,19,38.90%,0,4,40.50%,2,4
81.10%,90,92,32.20%,20,26,62.00%,35,36,90.70%,18,23,12.10%,0,0,20.70%,2,4
78.10%,90,92,94.70%,60,61,35.60%,23,28,76.20%,12,20,68.80%,0,0,10.80%,2,4
69.80%,70,74,56.00%,30,34,35.30%,23,26,70.90%,12,19,50.00%,0,4,53.80%,2,4
59.10%,70,78,2.40%,10,11,60.50%,35,41,85.10%,12,13,22.30%,0,1,38.50%,2,4
97.80%,130,143,54.50%,30,31,18.10%,23,26,90.70%,18,20,4.10%,0,4,90.80%,6,8
19.70%,30,38,72.50%,40,47,12.80%,12,21,43.70%,6,10,51.90%,0,4,97.90%,6,7
23.90%,50,58,93.90%,50,56,93.50%,59,66,22.80%,0,2,54.90%,0,3,35.30%,2,3
71.20%,70,75,53.80%,30,31,10.50%,12,14,0.20%,0,8,6.50%,0,4,95.20%,6,7
33.60%,50,70,86.90%,50,56,2.10%,0,8,20.30%,0,0,25.50%,0,3,50.50%,2,3
31.00%,50,51,32.10%,20,26,49.50%,23,34,24.00%,6,14,85.30%,4,7,59.80%,4,6
26.80%,50,58,67.20%,40,54,55.30%,35,44,92.10%,18,24,49.20%,0,0,31.10%,2,3
40.10%,50,53,69.30%,40,54,16.90%,12,15,13.80%,0,1,58.50%,0,0,53.60%,2,3
94.00%,110,116,42.50%,30,35,16.90%,12,19,36.20%,6,11,78.70%,4,7,37.00%,2,4
89.90%,110,122,46.20%,30,38,24.40%,23,34,85.60%,12,17,19.20%,0,0,11.50%,2,4
88.10%,90,95,54.60%,30,35,38.00%,23,32,31.60%,6,7,18.60%,0,3,32.10%,2,4
66.90%,70,83,10.40%,10,18,23.00%,23,25,59.70%,6,10,5.30%,0,1,74.50%,4,5
6.70%,30,37,4.80%,10,17,88.10%,47,53,32.40%,6,12,0.40%,0,4,28.00%,2,4
44.40%,50,65,61.20%,30,43,23.60%,23,25,59.80%,6,7,51.90%,0,2,90.10%,6,7
14.80%,30,41,32.20%,20,28,0.60%,0,4,86.00%,12,16,5.30%,0,1,13.10%,2,4
25.30%,50,56,82.00%,40,54,35.70%,23,29,14.20%,0,3,73.30%,0,1,13.80%,2,3
9.20%,30,38,52.80%,30,37,20.70%,23,24,12.50%,0,5,37.10%,0,3,85.40%,4,5
98.40%,130,143,81.00%,40,53,25.60%,23,26,57.70%,6,14,36.30%,0,2,92.80%,6,7
63.50%,70,87,45.20%,30,31,57.70%,35,44,3.10%,0,3,20.60%,0,4,29.30%,2,3
85.40%,90,104,99.40%,70,80,71.60%,35,44,85.30%,12,15,55.00%,0,4,2.30%,0,2
63.20%,70,78,8.40%,10,16,48.70%,23,25,9.70%,0,4,65.20%,0,2,10.10%,2,3
52.40%,50,69,63.30%,30,43,3.80%,12,20,70.40%,6,13,22.30%,0,0,13.50%,2,3
93.20%,110,127,41.70%,30,32,85.20%,47,56,36.00%,6,13,68.60%,0,4,80.80%,4,6
34.70%,50,58,41.40%,30,42,75.90%,35,45,31.00%,6,11,90.60%,4,6,20.50%,2,3
72.70%,70,85,99.10%,70,71,30.90%,23,31,93.60%,18,24,99.90%,12,15,50.00%,2,3
