Percentages,Lower Bond,pm25,Percentages,Lower Bond,pm10,Percentages,Lower Bond,o3,Percentages,Lower Bond,no2,Percentages,Lower Bond,so2,Percentages,Lower Bond,co
42.30%,60,71,35.50%,22,33,6.90%,14,19,58.90%,6,9,89.70%,8,12,87.80%,6,8
79.30%,100,106,85.50%,44,52,49.40%,28,37,23.10%,0,7,14.30%,0,3,67.50%,4,5
63.50%,80,91,89.80%,55,63,21.10%,28,36,50.60%,6,13,97.30%,12,14,53.40%,4,6
79.80%,100,103,94.80%,55,69,48.00%,28,38,33.80%,6,9,16.70%,0,1,52.30%,4,6
76.90%,80,91,68.40%,33,38,66.20%,42,51,28.20%,6,14,48.50%,0,1,53.10%,4,6
28.90%,40,48,39.70%,22,27,30.50%,28,35,19.50%,0,5,51.10%,0,3,89.90%,6,8
64.40%,80,87,21.60%,22,30,12.70%,14,23,46.90%,6,13,10.70%,0,0,88.70%,6,7
43.40%,60,73,44.10%,33,46,56.00%,28,33,51.40%,6,10,91.00%,8,9,59.60%,4,5
39.60%,60,65,17.60%,11,13,16.00%,14,24,45.60%,6,10,40.60%,0,0,99.70%,10,11
81.40%,100,102,75.70%,44,58,71.40%,42,45,85.60%,12,19,85.40%,4,5,28.70%,2,4
76.80%,80,82,93.90%,55,57,84.50%,42,53,75.90%,12,17,75.90%,4,6,75.20%,4,5
75.70%,80,85,14.50%,11,17,8.90%,14,16,44.30%,6,8,64.40%,4,7,4.10%,0,2
72.10%,80,94,85.60%,44,47,16.80%,14,15,65.20%,6,9,90.80%,8,10,32.90%,2,4
38.40%,60,64,82.50%,44,45,40.90%,28,39,34.50%,6,13,35.80%,0,1,97.80%,8,10
39.70%,60,68,30.10%,22,28,88.90%,56,64,44.40%,6,13,20.70%,0,4,55.60%,4,6
39.80%,60,75,53.50%,33,43,12.90%,14,22,95.70%,18,23,2.80%,0,1,77.50%,4,5
84.60%,100,108,59.00%,33,47,58.50%,28,30,67.50%,6,14,11.80%,0,1,77.90%,4,6
55.60%,60,68,61.40%,33,36,11.20%,14,24,72.80%,12,20,99.70%,20,21,45.80%,2,4
84.60%,100,116,66.00%,33,41,87.20%,56,60,22.80%,0,1,4.30%,0,2,33.40%,2,4
89.40%,100,106,30.40%,22,34,6.70%,14,23,19.40%,0,7,83.50%,4,7,42.40%,2,3
11.70%,40,59,47.50%,33,39,91.20%,56,63,83.80%,12,16,22.60%,0,1,61.00%,4,6
90.80%,120,133,28.90%,22,27,8.40%,14,15,20.90%,0,0,41.90%,0,1,22.60%,2,3
44.70%,60,80,75.20%,44,55,71.80%,42,43,97.80%,24,32,9.30%,0,0,78.30%,4,5
21.70%,40,53,22.70%,22,35,45.20%,28,38,16.80%,0,2,34.50%,0,3,69.00%,4,5
85.70%,100,115,63.70%,33,38,10.40%,14,21,24.20%,0,5,61.10%,0,1,42.70%,2,4
31.00%,60,65,69.00%,33,43,95.40%,56,61,51.40%,6,11,64.70%,4,8,82.30%,4,5
8.10%,20,28,2.20%,11,21,98.90%,70,77,38.90%,6,14,92.30%,8,12,17.00%,2,4
19.90%,40,49,56.10%,33,38,34.00%,28,38,37.60%,6,13,69.40%,4,8,10.70%,2,4
2.10%,20,21,22.60%,22,30,39.70%,28,31,26.20%,0,4,87.50%,4,7,28.60%,2,3
66.80%,80,82,74.10%,44,56,46.40%,28,36,24.50%,0,6,71.10%,4,6,63.60%,4,6
60.70%,80,96,93.30%,55,56,44.60%,28,32,23.90%,0,5,85.20%,4,5,8.90%,0,1
82.70%,100,109,82.20%,44,56,44.50%,28,36,87.70%,12,16,78.40%,4,5,43.60%,2,4
98.00%,140,142,54.10%,33,35,65.70%,42,48,26.10%,0,7,46.10%,0,0,89.40%,6,7
21.60%,40,59,73.70%,44,46,66.90%,42,47,26.70%,6,13,94.20%,8,10,94.90%,6,8
18.20%,40,59,16.70%,11,19,70.40%,42,52,25.80%,0,8,82.40%,4,8,39.00%,2,4
58.20%,80,90,85.00%,44,55,52.00%,28,33,68.40%,6,12,22.40%,0,1,3.00%,0,1
46.10%,60,73,32.60%,22,27,46.00%,28,29,8.40%,0,4,84.70%,4,5,16.40%,2,3
70.30%,80,89,27.10%,22,26,77.30%,42,49,16.30%,0,4,90.30%,8,10,17.90%,2,3
5.50%,20,39,24.00%,22,24,65.10%,42,47,28.10%,6,7,86.70%,4,7,52.10%,4,5
49.10%,60,65,91.20%,55,64,90.60%,56,65,16.00%,0,5,81.10%,4,6,50.00%,4,6
27.20%,40,49,56.60%,33,47,28.40%,28,39,83.40%,12,20,6.80%,0,0,47.20%,2,4
78.70%,100,108,72.40%,44,47,28.70%,28,33,57.30%,6,7,7.30%,0,3,93.70%,6,8
98.70%,140,155,6.40%,11,24,11.10%,14,21,93.60%,18,22,33.80%,0,1,97.50%,8,10
31.60%,60,76,20.30%,22,29,85.20%,42,48,7.10%,0,6,40.90%,0,1,69.40%,4,5
28.70%,40,45,23.60%,22,25,90.10%,56,59,97.60%,24,28,71.20%,4,5,98.70%,8,10
74.30%,80,81,59.30%,33,36,44.30%,28,39,82.60%,12,17,26.00%,0,4,49.70%,4,5
11.90%,40,43,68.20%,33,46,9.20%,14,18,81.90%,12,14,62.20%,0,3,43.90%,2,4
36.00%,60,68,54.10%,33,34,29.20%,28,35,35.70%,6,10,78.30%,4,8,52.80%,4,6
82.70%,100,103,80.40%,44,45,30.50%,28,32,86.90%,12,15,32.70%,0,0,60.00%,4,6
15.80%,40,42,64.00%,33,37,79.20%,42,50,57.10%,6,12,36.00%,0,3,60.70%,4,6
76.10%,80,89,49.50%,33,39,83.00%,42,43,78.80%,12,14,45.10%,0,1,81.40%,4,5
69.30%,80,96,21.90%,22,25,2.00%,14,21,22.90%,0,8,79.40%,4,5,46.00%,2,4
51.50%,60,63,52.10%,33,39,30.90%,28,36,39.50%,6,12,67.60%,4,6,7.80%,0,1
62.10%,80,87,76.40%,44,56,79.60%,42,46,29.30%,6,10,55.70%,0,2,1.70%,0,2
25.00%,40,58,2.80%,11,21,77.00%,42,53,74.70%,12,13,58.70%,0,3,20.80%,2,3
22.00%,40,41,95.50%,66,68,78.80%,42,44,14.40%,0,8,61.80%,0,0,49.80%,4,6
35.60%,60,70,88.20%,44,56,18.70%,14,16,51.50%,6,13,9.10%,0,0,23.10%,2,4
55.20%,60,79,77.00%,44,51,74.20%,42,45,45.50%,6,10,24.10%,0,0,3.20%,0,0
79.90%,100,102,43.90%,33,43,58.00%,28,38,2.40%,0,5,12.90%,0,4,66.10%,4,5
90.10%,120,125,63.30%,33,42,73.40%,42,45,33.90%,6,14,12.60%,0,2,45.00%,2,4
85.40%,100,110,98.00%,66,73,65.80%,42,47,16.40%,0,1,75.60%,4,5,10.40%,2,4
21.50%,40,55,68.60%,33,45,75.20%,42,52,73.70%,12,18,93.50%,8,12,42.10%,2,3
96.50%,140,157,77.00%,44,45,22.40%,28,37,28.20%,6,10,34.80%,0,1,34.40%,2,4
59.00%,80,84,5.40%,11,21,67.60%,42,48,8.10%,0,1,31.00%,0,3,75.00%,4,6
64.90%,80,91,86.40%,44,51,80.30%,42,53,15.80%,0,0,63.40%,0,1,41.10%,2,3
66.00%,80,90,11.60%,11,25,75.60%,42,51,28.90%,6,14,31.30%,0,1,47.30%,2,4
19.90%,40,48,18.90%,22,28,19.20%,28,38,67.30%,6,10,57.30%,0,3,68.40%,4,5
44.60%,60,70,24.00%,22,33,21.60%,28,32,53.90%,6,10,70.90%,4,5,63.60%,4,6
35.80%,60,77,43.30%,22,36,45.40%,28,32,42.60%,6,7,37.70%,0,4,68.80%,4,6
77.60%,80,100,16.90%,11,13,29.90%,28,35,18.20%,0,1,94.30%,8,12,61.50%,4,6
73.80%,80,100,27.80%,22,35,98.10%,70,73,83.50%,12,19,32.70%,0,1,94.60%,6,8
58.00%,80,85,90.80%,55,56,32.50%,28,32,15.10%,0,2,10.40%,0,2,59.10%,4,5
96.30%,140,153,83.20%,44,49,0.60%,0,11,16.50%,0,3,52.70%,0,4,94.30%,6,7
93.90%,120,130,86.70%,44,49,71.00%,42,44,24.40%,0,2,73.40%,4,6,99.00%,8,10
94.60%,120,121,75.40%,44,47,0.70%,0,10,20.30%,0,0,58.20%,0,0,53.50%,4,6
61.60%,80,94,63.70%,33,37,5.80%,14,16,73.50%,12,16,38.20%,0,1,97.20%,6,7
39.30%,60,76,79.50%,44,45,54.70%,28,31,29.10%,6,9,96.50%,12,14,89.70%,6,7
72.90%,80,92,59.40%,33,34,69.90%,42,51,32.80%,6,8,20.90%,0,2,61.60%,4,6
12.00%,40,55,90.10%,55,63,24.10%,28,30,1.00%,0,2,75.70%,4,7,46.00%,2,3
16.90%,40,47,89.30%,55,67,30.50%,28,32,7.60%,0,3,32.60%,0,4,47.50%,2,4
67.50%,80,94,91.30%,55,60,74.30%,42,53,82.50%,12,14,64.80%,4,8,25.50%,2,4
1.70%,20,29,6.30%,11,18,74.20%,42,53,60.30%,6,9,60.10%,0,2,26.80%,2,3
67.70%,80,98,36.50%,22,24,96.20%,70,80,31.50%,6,7,83.50%,4,7,15.10%,2,4
79.40%,100,111,48.80%,33,44,5.10%,14,23,68.50%,6,7,29.30%,0,2,65.40%,4,5
35.80%,60,74,29.90%,22,32,88.40%,56,63,74.70%,12,19,34.50%,0,2,84.90%,4,6
32.30%,60,61,45.30%,33,42,62.60%,42,47,88.50%,12,13,49.00%,0,3,1.90%,0,1
56.50%,60,66,90.70%,55,69,22.50%,28,34,36.60%,6,14,75.30%,4,5,11.90%,2,4
81.70%,100,113,34.20%,22,32,42.50%,28,37,46.20%,6,10,18.90%,0,0,95.00%,6,8
75.00%,80,85,74.50%,44,48,9.90%,14,15,17.20%,0,4,24.20%,0,1,87.50%,6,8
71.50%,80,85,90.80%,55,57,42.20%,28,36,12.70%,0,5,15.20%,0,3,45.40%,2,4
76.70%,80,85,16.10%,11,19,83.10%,42,43,62.50%,6,14,5.50%,0,2,71.30%,4,5
65.30%,80,89,31.80%,22,36,94.10%,56,61,51.50%,6,9,86.20%,4,5,88.50%,6,8
85.60%,100,107,2.30%,11,23,79.50%,42,53,63.20%,6,12,1.90%,0,3,94.50%,6,7
68.40%,80,87,31.20%,22,28,75.60%,42,52,18.30%,0,1,4.60%,0,1,94.70%,6,8
72.80%,80,98,47.50%,33,37,76.50%,42,44,79.10%,12,13,64.20%,4,8,60.10%,4,5
55.40%,60,75,78.20%,44,53,73.20%,42,45,2.70%,0,7,8.90%,0,2,86.00%,6,8
84.60%,100,119,65.00%,33,45,2.10%,14,21,64.40%,6,7,23.80%,0,4,10.30%,2,3
36.30%,60,73,32.60%,22,35,66.30%,42,48,63.60%,6,13,88.90%,8,10,0.70%,0,2
59.80%,80,83,35.40%,22,23,41.00%,28,29,27.40%,6,8,33.60%,0,2,45.70%,2,4
51.30%,60,75,2.70%,11,16,23.40%,28,35,6.10%,0,1,60.30%,0,0,70.20%,4,6
25.30%,40,46,8.10%,11,22,61.40%,42,53,76.40%,12,13,63.50%,0,0,47.80%,2,4
16.10%,40,52,97.90%,66,68,48.30%,28,31,0.10%,0,0,59.40%,0,0,64.40%,4,5
25.20%,40,41,18.90%,22,33,5.80%,14,25,64.30%,6,9,90.50%,8,11,72.50%,4,5
98.90%,140,147,9.50%,11,15,74.60%,42,47,48.80%,6,13,18.30%,0,0,53.10%,4,5
12.90%,40,54,0.00%,0,4,61.30%,42,44,74.60%,12,19,26.10%,0,3,81.00%,4,5
43.40%,60,78,74.20%,44,54,25.00%,28,38,90.10%,18,26,95.50%,8,9,89.20%,6,8
15.90%,40,51,45.40%,33,43,61.40%,42,44,70.20%,12,16,11.40%,0,1,28.30%,2,4
39.50%,60,71,61.80%,33,41,50.60%,28,36,72.40%,12,18,72.30%,4,5,74.50%,4,6
82.10%,100,104,10.90%,11,16,71.50%,42,46,51.60%,6,7,20.60%,0,0,62.30%,4,5
3.20%,20,40,90.00%,55,64,76.40%,42,45,85.20%,12,15,27.60%,0,4,13.30%,2,3
27.30%,40,55,70.20%,33,35,69.40%,42,47,4.20%,0,0,37.70%,0,2,27.10%,2,3
86.10%,100,105,23.90%,22,27,48.20%,28,36,84.80%,12,17,28.50%,0,4,89.70%,6,7
9.70%,40,59,55.00%,33,45,22.30%,28,39,18.40%,0,8,2.80%,0,2,44.10%,2,4
67.60%,80,88,17.90%,22,29,5.70%,14,23,18.30%,0,7,39.60%,0,2,61.20%,4,6
34.20%,60,64,36.90%,22,26,76.50%,42,48,9.00%,0,6,56.30%,0,0,35.60%,2,3
56.20%,60,63,84.90%,44,48,82.30%,42,44,71.80%,12,17,63.10%,0,2,5.60%,0,1
89.30%,100,101,93.50%,55,62,25.70%,28,33,42.20%,6,8,92.30%,8,9,6.80%,0,1
93.80%,120,124,9.30%,11,12,30.70%,28,29,18.80%,0,8,40.30%,0,1,58.40%,4,6
16.00%,40,52,52.30%,33,46,31.90%,28,34,90.50%,18,19,57.70%,0,2,21.90%,2,3
7.60%,20,29,33.10%,22,35,2.40%,14,18,15.60%,0,0,35.70%,0,3,79.40%,4,5
0.40%,0,10,71.90%,44,54,76.20%,42,44,14.80%,0,0,7.00%,0,4,63.70%,4,6
23.30%,40,54,14.90%,11,14,31.80%,28,29,4.80%,0,7,12.00%,0,1,89.00%,6,8
57.00%,80,82,44.00%,33,42,56.90%,28,32,23.30%,0,1,38.80%,0,4,12.30%,2,4
57.80%,80,90,78.90%,44,48,23.10%,28,33,90.10%,18,25,80.60%,4,7,24.80%,2,4
75.00%,80,90,55.00%,33,47,23.60%,28,30,61.80%,6,10,58.50%,0,2,78.30%,4,5
62.90%,80,88,13.20%,11,23,57.40%,28,33,26.40%,0,0,91.50%,8,11,31.30%,2,3
25.00%,40,43,13.40%,11,12,61.30%,42,49,64.40%,6,13,28.80%,0,0,97.80%,8,9
36.50%,60,61,22.50%,22,25,70.60%,42,48,0.30%,0,3,15.10%,0,4,91.40%,6,8
67.40%,80,88,9.80%,11,17,92.30%,56,60,68.00%,6,11,97.10%,12,14,9.30%,0,2
48.50%,60,72,93.20%,55,62,54.30%,28,39,25.90%,0,7,66.50%,4,5,2.60%,0,0
62.90%,80,92,72.50%,44,46,53.00%,28,39,83.80%,12,17,29.70%,0,0,46.30%,2,4
17.60%,40,57,49.70%,33,47,44.90%,28,31,57.40%,6,13,64.10%,0,3,64.70%,4,5
14.00%,40,58,76.90%,44,54,62.80%,42,49,19.40%,0,5,0.80%,0,0,67.70%,4,5
88.00%,100,112,97.50%,66,75,31.70%,28,36,61.10%,6,7,79.70%,4,5,56.40%,4,5
56.70%,60,75,84.40%,44,56,39.70%,28,35,63.90%,6,10,79.20%,4,6,42.30%,2,4
98.50%,140,149,91.80%,55,63,16.10%,14,15,29.50%,6,13,75.70%,4,8,10.00%,2,3
79.20%,100,104,67.40%,33,44,27.20%,28,30,33.40%,6,10,57.20%,0,4,52.70%,4,6
56.00%,60,78,20.60%,22,25,92.70%,56,58,88.60%,12,15,13.30%,0,3,21.40%,2,3
84.20%,100,116,11.40%,11,21,80.80%,42,49,50.50%,6,7,64.40%,4,8,88.50%,6,7
46.00%,60,69,30.10%,22,28,17.30%,14,19,92.50%,18,25,21.80%,0,0,26.20%,2,4
66.50%,80,100,19.90%,22,28,71.10%,42,44,77.20%,12,17,94.40%,8,10,16.50%,2,3
66.20%,80,83,66.70%,33,34,63.60%,42,53,35.10%,6,10,92.70%,8,10,49.40%,4,6
79.10%,100,106,10.50%,11,18,5.20%,14,17,85.30%,12,20,35.70%,0,2,82.40%,4,5
12.20%,40,47,37.00%,22,29,81.40%,42,46,8.70%,0,2,11.60%,0,1,1.10%,0,0
98.00%,140,154,51.20%,33,46,38.70%,28,34,56.00%,6,13,82.00%,4,7,89.30%,6,7
76.00%,80,99,16.30%,11,18,34.60%,28,33,95.80%,18,19,87.50%,4,6,34.70%,2,4
96.00%,140,145,7.40%,11,12,78.10%,42,53,90.10%,18,21,98.80%,16,18,99.30%,10,11
23.50%,40,44,38.90%,22,29,67.00%,42,53,1.40%,0,1,13.20%,0,3,67.30%,4,6
43.70%,60,77,40.70%,22,35,88.10%,56,66,85.90%,12,17,34.60%,0,3,87.90%,6,8
93.40%,120,122,22.40%,22,23,75.60%,42,52,84.10%,12,20,5.70%,0,3,1.20%,0,1
97.50%,140,160,21.20%,22,29,60.10%,28,38,24.30%,0,3,87.80%,4,5,94.20%,6,8
91.40%,120,123,62.30%,33,38,54.80%,28,37,52.50%,6,13,77.90%,4,6,31.50%,2,3
22.10%,40,47,93.60%,55,57,48.00%,28,39,49.90%,6,10,21.20%,0,1,21.80%,2,4
35.60%,60,69,52.10%,33,40,30.20%,28,33,26.10%,0,2,77.40%,4,6,12.00%,2,4
39.50%,60,80,10.30%,11,14,80.50%,42,50,86.40%,12,19,59.40%,0,1,63.00%,4,6
49.70%,60,74,70.10%,33,35,56.00%,28,33,48.30%,6,7,80.30%,4,6,17.50%,2,4
72.50%,80,95,40.50%,22,36,50.80%,28,33,82.70%,12,14,3.90%,0,3,3.30%,0,2
63.30%,80,95,19.50%,22,27,2.40%,14,19,33.80%,6,13,93.20%,8,12,38.30%,2,4
76.70%,80,87,58.20%,33,47,8.40%,14,24,82.40%,12,20,78.90%,4,5,90.10%,6,7
22.20%,40,56,26.30%,22,23,63.40%,42,43,15.20%,0,2,43.10%,0,4,94.30%,6,8
46.10%,60,77,41.90%,22,31,20.60%,28,31,14.10%,0,7,2.40%,0,2,69.50%,4,6
49.60%,60,80,9.40%,11,15,39.00%,28,34,13.30%,0,3,23.90%,0,4,43.60%,2,3
67.80%,80,91,19.60%,22,30,93.20%,56,57,46.50%,6,11,10.50%,0,3,42.20%,2,4
36.90%,60,76,32.50%,22,32,94.10%,56,57,36.10%,6,8,92.70%,8,10,80.50%,4,5
52.10%,60,67,84.10%,44,45,68.60%,42,46,55.10%,6,7,11.60%,0,4,20.70%,2,4
73.00%,80,92,72.10%,44,46,82.80%,42,50,68.90%,12,20,73.00%,4,7,76.80%,4,5
13.80%,40,50,5.50%,11,25,12.30%,14,17,52.70%,6,13,63.50%,0,3,63.30%,4,5
61.50%,80,91,62.70%,33,39,16.30%,14,18,15.50%,0,3,99.60%,20,24,8.70%,0,0
43.10%,60,64,72.50%,44,57,59.70%,28,30,3.40%,0,5,76.10%,4,7,89.40%,6,7
17.00%,40,60,84.90%,44,53,16.00%,14,20,34.00%,6,13,23.60%,0,2,42.00%,2,4
27.00%,40,55,90.60%,55,69,59.20%,28,35,25.90%,0,2,91.50%,8,11,63.50%,4,5
1.60%,20,29,89.60%,55,63,28.00%,28,37,67.40%,6,11,97.40%,12,16,5.80%,0,0
21.40%,40,46,51.20%,33,38,89.50%,56,60,3.80%,0,1,62.00%,0,4,53.20%,4,5
42.30%,60,66,11.00%,11,24,41.20%,28,29,24.50%,0,1,34.30%,0,4,9.10%,0,0
87.10%,100,106,91.80%,55,65,77.90%,42,49,22.60%,0,7,91.60%,8,11,95.30%,6,7
16.60%,40,56,30.90%,22,28,55.70%,28,38,29.40%,6,10,31.70%,0,4,93.30%,6,8
3.40%,20,28,2.10%,11,19,31.00%,28,37,97.90%,24,28,52.60%,0,2,24.50%,2,4
49.00%,60,68,57.10%,33,46,45.60%,28,37,39.80%,6,10,96.80%,12,14,56.40%,4,5
10.90%,40,58,80.30%,44,49,48.10%,28,37,24.20%,0,1,96.40%,12,13,55.90%,4,6
32.70%,60,65,68.60%,33,46,72.50%,42,52,72.40%,12,15,89.50%,8,10,43.80%,2,4
81.70%,100,105,9.10%,11,24,94.00%,56,60,61.80%,6,11,33.20%,0,3,55.30%,4,6
85.70%,100,109,22.00%,22,30,82.80%,42,48,48.70%,6,11,17.50%,0,0,91.60%,6,8
31.40%,60,63,56.70%,33,45,10.20%,14,16,56.60%,6,8,10.60%,0,2,60.60%,4,6
2.30%,20,21,84.70%,44,48,90.90%,56,65,58.40%,6,10,74.10%,4,7,33.60%,2,3
84.40%,100,105,100.00%,99,107,62.90%,42,45,40.40%,6,7,25.00%,0,4,15.60%,2,3
71.80%,80,81,59.00%,33,39,58.10%,28,31,93.50%,18,24,5.10%,0,1,80.10%,4,5
51.00%,60,76,40.70%,22,36,17.60%,14,15,26.60%,6,8,99.80%,20,23,85.00%,4,5
39.80%,60,61,39.50%,22,24,73.90%,42,49,23.20%,0,1,44.70%,0,1,14.30%,2,4
44.50%,60,67,19.50%,22,29,69.90%,42,43,49.40%,6,14,73.70%,4,8,25.90%,2,4
90.90%,120,134,17.70%,11,20,47.40%,28,38,7.40%,0,2,46.00%,0,4,21.80%,2,3
15.90%,40,50,2.90%,11,21,99.90%,98,101,45.90%,6,14,95.40%,8,9,83.00%,4,6
87.90%,100,118,65.40%,33,45,20.30%,28,31,99.30%,30,35,10.50%,0,1,93.90%,6,8
53.70%,60,75,22.60%,22,34,91.70%,56,67,37.80%,6,14,96.70%,12,14,39.20%,2,4
80.60%,100,120,19.50%,22,32,90.10%,56,58,92.80%,18,22,28.20%,0,0,53.30%,4,5
31.30%,60,74,89.90%,55,64,21.80%,28,29,91.20%,18,19,51.40%,0,3,51.90%,4,6
9.60%,40,41,83.20%,44,55,23.20%,28,36,73.20%,12,16,80.10%,4,7,52.20%,4,6
97.20%,140,153,15.70%,11,17,51.00%,28,32,74.30%,12,14,47.20%,0,3,4.10%,0,0
95.50%,120,131,21.80%,22,35,95.70%,56,62,30.20%,6,9,31.50%,0,4,24.20%,2,3
23.60%,40,57,77.20%,44,57,28.00%,28,39,40.10%,6,8,45.00%,0,4,25.70%,2,3
76.80%,80,81,58.10%,33,37,71.10%,42,48,70.00%,12,14,93.80%,8,11,41.60%,2,4
32.70%,60,79,25.60%,22,30,45.80%,28,36,41.70%,6,11,57.80%,0,0,60.70%,4,5
38.30%,60,72,66.60%,33,41,70.40%,42,46,92.40%,18,22,33.80%,0,2,89.80%,6,7
39.30%,60,67,19.00%,22,30,67.20%,42,53,7.40%,0,3,91.50%,8,9,52.00%,4,5
25.70%,40,49,98.50%,66,71,59.40%,28,38,88.70%,12,19,33.50%,0,0,12.20%,2,4
6.80%,20,24,15.60%,11,24,26.30%,28,30,6.60%,0,1,83.70%,4,8,57.50%,4,5
65.00%,80,81,70.40%,33,40,24.30%,28,34,17.80%,0,5,99.40%,16,18,82.10%,4,5
58.40%,80,100,47.60%,33,43,4.60%,14,20,96.20%,18,25,10.50%,0,3,23.00%,2,3
84.60%,100,108,67.10%,33,40,7.10%,14,21,70.00%,12,19,88.90%,8,10,85.70%,6,8
71.90%,80,82,24.50%,22,27,87.90%,56,61,56.80%,6,12,80.80%,4,7,14.50%,2,3
43.70%,60,66,7.40%,11,14,45.20%,28,29,59.50%,6,7,1.60%,0,4,82.00%,4,6
92.30%,120,134,16.00%,11,16,41.40%,28,39,77.90%,12,20,61.40%,0,1,11.40%,2,4
27.50%,40,52,18.30%,22,28,27.90%,28,35,64.00%,6,8,78.30%,4,5,44.90%,2,3
6.00%,20,27,56.50%,33,38,51.50%,28,39,86.00%,12,15,16.30%,0,0,88.90%,6,8
12.50%,40,52,56.00%,33,47,33.20%,28,33,59.90%,6,12,6.90%,0,1,83.90%,4,5
30.90%,60,71,75.00%,44,52,76.20%,42,46,9.10%,0,5,39.40%,0,3,83.40%,4,6
6.10%,20,29,97.30%,66,73,86.90%,42,49,78.70%,12,16,69.10%,4,8,48.00%,2,4
13.90%,40,59,6.30%,11,13,59.00%,28,34,42.10%,6,10,27.00%,0,4,50.70%,4,6
15.70%,40,59,26.90%,22,25,73.80%,42,44,21.50%,0,8,86.20%,4,6,61.80%,4,6
0.80%,0,16,12.50%,11,22,66.30%,42,52,94.90%,18,22,11.10%,0,3,46.70%,2,4
13.90%,40,44,34.30%,22,34,87.60%,56,63,34.70%,6,7,13.30%,0,2,76.00%,4,5
29.40%,40,46,65.40%,33,37,17.90%,14,21,41.90%,6,11,14.20%,0,1,12.10%,2,3
15.10%,40,54,71.80%,44,49,90.40%,56,61,33.90%,6,11,53.10%,0,4,75.30%,4,6
97.60%,140,142,94.30%,55,58,66.20%,42,44,12.40%,0,4,51.00%,0,4,22.20%,2,3
88.10%,100,108,51.80%,33,37,71.60%,42,45,19.30%,0,7,17.50%,0,0,16.70%,2,4
27.10%,40,44,17.90%,22,34,94.40%,56,57,2.90%,0,0,86.20%,4,5,8.10%,0,1
65.20%,80,91,70.10%,33,34,56.50%,28,34,91.30%,18,26,26.70%,0,0,21.50%,2,3
58.60%,80,85,86.10%,44,57,48.00%,28,34,17.00%,0,2,27.10%,0,3,15.40%,2,3
20.20%,40,47,49.70%,33,42,78.90%,42,53,32.00%,6,8,96.10%,12,16,51.40%,4,6
95.30%,120,128,2.00%,11,12,63.90%,42,52,35.50%,6,9,38.50%,0,0,71.70%,4,6
15.70%,40,52,30.50%,22,32,69.20%,42,47,84.40%,12,19,98.20%,12,15,30.90%,2,4
52.80%,60,61,51.50%,33,41,37.10%,28,38,60.30%,6,7,80.50%,4,6,4.50%,0,1
47.30%,60,75,78.20%,44,57,15.70%,14,23,44.00%,6,13,13.10%,0,3,53.40%,4,5
15.90%,40,47,80.50%,44,49,4.70%,14,18,89.80%,18,20,90.30%,8,12,5.60%,0,2
52.60%,60,76,99.90%,88,92,79.40%,42,51,79.60%,12,16,41.20%,0,0,22.70%,2,3
69.10%,80,100,74.20%,44,50,28.50%,28,31,66.90%,6,13,32.40%,0,1,53.20%,4,5
20.20%,40,50,10.20%,11,20,98.20%,70,75,42.00%,6,13,7.40%,0,2,31.60%,2,3
52.10%,60,74,39.00%,22,36,30.60%,28,30,52.70%,6,11,82.00%,4,8,6.80%,0,0
17.50%,40,47,64.80%,33,34,52.50%,28,30,2.30%,0,8,45.40%,0,0,88.90%,6,8
1.90%,20,37,65.10%,33,37,85.70%,42,49,29.60%,6,12,54.30%,0,3,5.50%,0,2
2.20%,20,29,26.00%,22,32,90.50%,56,67,16.70%,0,2,4.50%,0,1,51.60%,4,5
38.60%,60,71,5.90%,11,16,42.20%,28,35,49.30%,6,10,73.10%,4,5,60.60%,4,5
53.60%,60,63,46.20%,33,45,84.40%,42,51,29.50%,6,7,62.20%,0,3,47.20%,2,4
50.50%,60,76,82.10%,44,50,59.60%,28,29,3.80%,0,6,34.90%,0,3,15.30%,2,3
33.70%,60,77,83.40%,44,49,40.60%,28,31,62.90%,6,8,66.90%,4,8,44.00%,2,4
33.10%,60,78,64.90%,33,40,98.60%,70,79,5.50%,0,0,71.70%,4,6,85.50%,6,7
6.90%,20,30,35.10%,22,24,28.50%,28,35,54.50%,6,11,53.50%,0,0,12.80%,2,3
62.00%,80,90,6.10%,11,12,10.00%,14,25,5.80%,0,6,84.70%,4,5,19.70%,2,4
7.20%,20,39,98.10%,66,68,19.00%,14,15,97.90%,24,25,0.70%,0,3,67.90%,4,6
90.90%,120,136,15.80%,11,19,94.30%,56,62,97.80%,24,27,68.20%,4,6,75.70%,4,5
79.10%,100,114,87.10%,44,55,2.00%,14,25,33.00%,6,12,0.10%,0,4,68.10%,4,5
78.70%,100,106,89.70%,55,57,53.30%,28,29,43.70%,6,10,21.40%,0,1,67.50%,4,6
41.90%,60,78,84.50%,44,47,5.10%,14,24,74.90%,12,14,36.80%,0,0,30.10%,2,4
88.10%,100,108,24.50%,22,28,57.80%,28,30,24.90%,0,2,42.50%,0,1,58.50%,4,5
64.00%,80,82,0.60%,0,2,23.60%,28,31,33.20%,6,9,78.50%,4,8,72.80%,4,6
69.20%,80,90,16.20%,11,23,10.90%,14,24,38.80%,6,11,96.30%,12,13,75.50%,4,6
6.10%,20,29,6.00%,11,21,29.90%,28,32,59.70%,6,13,31.00%,0,2,74.70%,4,6
35.30%,60,66,87.60%,44,50,77.00%,42,50,8.70%,0,0,65.30%,4,5,54.90%,4,6
